id;name;simplified_name;simple_screen_name;screen_name;url;followers_count;classification;simple_class
35041716;Filipe C. Pedri;filipe c. pedri;FelipePedri;"""FelipePedri""";https://twitter.com/FelipePedri;57882;antifeminista;A
99267909;Filipe G. Martins;filipe g. martins;filgmartin;"""filgmartin""";https://twitter.com/filgmartin;335100;antifeminista;A
4866127;Fl†vio Bolsonaro;fl†vio bolsonaro;FlavioBolsonaro;"""FlavioBolsonaro""";https://twitter.com/FlavioBolsonaro;1586896;antifeminista;A
70595229;Fora Feminismo;fora feminismo;forafeminismo;"""forafeminismo""";https://twitter.com/forafeminismo;3896;antifeminista;A
39263680;Gabrielle Burcci;gabrielle burcci;gabrielleburcci;"""gabrielleburcci""";https://twitter.com/gabrielleburcci;6466;antifeminista;A
17328553;Gil Diniz;gil diniz;carteiroreaca;"""carteiroreaca""";https://twitter.com/carteiroreaca;203708;antifeminista;A
89825884;Gir∆o Monteiro;gir∆o monteiro;GeneralGirao;"""GeneralGirao""";https://twitter.com/GeneralGirao;141248;antifeminista;A
5762634;Heitor Freire;heitor freire;HeitorFreireCE;"""HeitorFreireCE""";https://twitter.com/HeitorFreireCE;19881;antifeminista;A
26103839;Helio Lopes;helio lopes;depheliolopes;"""depheliolopes""";https://twitter.com/depheliolopes;287950;antifeminista;A
12063968;Henrique Oliveira;henrique oliveira;henriolliveira;"""henriolliveira""";https://twitter.com/henriolliveira;79392;antifeminista;A
36974519;Italo Lorenzon;italo lorenzon;LorenzonItalo;"""LorenzonItalo""";https://twitter.com/LorenzonItalo;213867;antifeminista;A
52249662;Izalci Lucas;izalci lucas;IzalciLucas;"""IzalciLucas""";https://twitter.com/IzalciLucas;9440;antifeminista;A
55376907;Jair Bolsonaro;jair bolsonaro;jairbolsonaro;"""jairbolsonaro""";https://twitter.com/jairbolsonaro;6668621;antifeminista;A
64771568;Jornal Brasil Sem Medo;jornal brasil sem medo;JornalBSM;"""JornalBSM""";https://twitter.com/JornalBSM;273306;antifeminista;A
22927600;JosÇ Medeiros;josÇ medeiros;JoseMedeirosMT;"""JoseMedeirosMT""";https://twitter.com/JoseMedeirosMT;116208;antifeminista;A
93674441;Jouberth Souza;jouberth souza;Jouberth19;"""Jouberth19""";https://twitter.com/Jouberth19;127680;antifeminista;A
81248944;Julian Lemos Deputado Federal;julian lemos deputado federal;JulianLemosopb1;"""JulianLemosopb1""";https://twitter.com/JulianLemosopb1;8891;antifeminista;A
