Id,Label,timeset,no,nome_usuario,nome,pessoa,genero,20210215_seguidores,tam_rel_seguidores,ponto_ideal,estado,afiliacao,universidades,partido,saido,suspenso,posicao,profissoes,bio,genero_str,intersec1,intersec1_str,intersec2,intersec2_str,art_prod,polit_militan,jor_com,jus,mid,part_col,polic_militar,prof,saude,ciencia,emp,rel,out,art_prod_str,intersec3,intersec3_str,polit_militan_str,jor_com_str,jus_str,mid_str,part_col_str,polic_militar_str,prof_str,saude_str,ciencia_str,emp_str,rel_str,out_str,federal,federal_str,puc,puc_str,estadual,estadual_str,militar,militar_str,nome_usuario_raw,seguidores_analisados
ernestofaraujo,ernestofaraujo,,124,@ernestofaraujo,Ernesto Araújo,1,0,771200,0.11538,1.096643,RS,,Universidade de Brasília,,0,0,Antifeminista,"político, diplomata, embaixador",Twitter Oficial do Ministro das Relações E...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,ernestofaraujo,70259
escolasempartid,escolasempartid,,129,@escolasempartid,Escola sem Partido,0,0,116619,0.017448,1.135365,,Escola sem Partido,,,0,0,Antifeminista,"coletivo, político",“A pior ameaça que nós vamos viver é o Esc...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,escolasempartid,21968
EuSouMBC,EuSouMBC,,169,@EuSouMBC,MBC – Movimento Brasil Conservador,0,0,191040,0.028582,1.511924,,MBC – Movimento Brasil Conservador,,,0,0,Antifeminista,"coletivo, político",🇧🇷 Uma verdadeira comunidade de conservado...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,EuSouMBC,27801
fabifbbr,fabifbbr,,175,@fabifbbr,Fabiana Barroso,1,1,139230,0.02083,1.534768,SP,"Brasil sem medo, Movimento Avança Brasil","Universidade Paulista, PUC-SP",Patriota,0,0,Antifeminista,advogado,Advogada especializada em Direito Tributár...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,fabifbbr,22647
FalabellaCida,FalabellaCida,,45,@FalabellaCida,Cida Falabella,1,1,23386,0.003499,-1.59273,MG,,Universidade Federal de Minas Gerais,PSOL,0,0,Feminista,"ator, diretor, professor , político","Artista de teatro, professora, feminista, ...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,1,0,0,0,0,0,1,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,FalabellaCida,5561
FelipePedri,FelipePedri,,198,@FelipePedri,Felipe C. Pedri,1,0,66369,0.00993,1.764806,DF,"Aliança pelo Brasil, Conexão Política",,,0,0,Antifeminista,"político, publicitário",Secretário de Comunicação Institucional do...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,FelipePedri,11948
fernandabarth,fernandabarth,,183,@fernandabarth,Fernanda Barth vereadora,1,1,15337,0.002295,1.565589,RS,Movimento Avança Brasil,"Universidade Federal do Rio Grande do Sul, PUC-RS",PRTB,0,0,Antifeminista,"cientista político, jornalista, político",Fernanda Barth vereadora ...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,1,PUC,0,Não Estaduais,0,Não Militar,fernandabarth,3551
fernandapsol,fernandapsol,,73,@fernandapsol,Fernanda Melchionna,1,1,125010,0.018703,-1.324394,RS,,Universidade Federal do Rio Grande do Sul,PSOL,0,0,Feminista,"bibliotecário, bancário, político","Feminista, antirracista e ama livros. Elei...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,fernandapsol,18478
FernandoHoliday,FernandoHoliday,,99,@FernandoHoliday,Fernando Holiday,1,0,292560,0.04377,0.303846,SP,MBL,Universidade Presbiteriana Mackenzie,Patriota,0,0,Antifeminista,político,"Católico, estudante de História, liberal e...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,FernandoHoliday,29940
FFrancischini_,FFrancischini_,,117,@FFrancischini_,Felipe Francischini,1,0,92837,0.013889,0.96887,PR,,Centro Universitário Curitiba,PSL,0,0,Antifeminista,"político, advogado",Presidente da Comissão de Constituição e J...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,FFrancischini_,15761
filgmartin,filgmartin,,157,@filgmartin,Filipe G. Martins,1,0,360919,0.053998,1.422141,DF,,Universidade de Brasília,,0,0,Antifeminista,"professor, político","Professor de Política Internacional, anali...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,filgmartin,49245
filipebarrost,filipebarrost,,191,@filipebarrost,Filipe Barros,1,0,406233,0.060777,1.659356,PR,MBL,,PSL,0,0,Antifeminista,"político, advogado",Deputado Federal eleito pelo povo do Para...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,filipebarrost,41356
flaviaol,flaviaol,,72,@flaviaol,Flávia Oliveira,1,1,229459,0.03433,-1.326052,RJ,,Universidade Federal Fluminense,,0,0,Feminista,"jornalista, podcaster",Jornalista. Colunista O Globo e CBN. Comen...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,flaviaol,29631
FlavioBolsonaro,FlavioBolsonaro,,109,@FlavioBolsonaro,Flavio Bolsonaro,1,0,1552369,0.232252,0.770213,RJ,,"Instituto Universitário de Pesquisas do Rio de Janeiro, Fundação Getúlio Vargas",Republicanos,0,0,Antifeminista,"político, advogado, empresário",Agradeço a Deus pelos 4.380.418 votos que ...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,1,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,FlavioBolsonaro,100460
gabicoelho,gabicoelho,,28,@gabicoelho,Gabi Coelho,1,1,21143,0.003163,-1.870474,,,PUC-Minas,,0,0,Feminista,"jornalista, universitário, podcaster, produtor",Jornalista • Estadão/Estadão Verifica • Co...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,0,1,0,0,0,0,0,0,0,0,0,1,Artistas e Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,gabicoelho,4544
gabriolaz,gabriolaz,,10,@gabriolaz,gabrielle,1,1,40459,0.006053,-2.184599,SP,,PUC-SP,,0,0,Feminista,podcaster,Quando não tô triste tô com raiva. Mãe da ...,Feminino,0,Negra ou Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,gabriolaz,6710
geledes,geledes,,24,@geledes,Geledés Instituto da Mulher Negra,0,0,61112,0.009143,-1.952359,,Geledés Instituto da Mulher Negra,,,0,0,Feminista,"mídia, negro",Geledés - Instituto da Mulher Negra foi cr...,Masculino,1,Negra ou Trans,0,Não Negra e Trans,0,0,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,geledes,9614
GuajajaraSonia,GuajajaraSonia,,49,@GuajajaraSonia,Sonia Guajajara,1,1,94328,0.014113,-1.575197,MA,,Universidade Estadual do Maranhão,PSOL,0,0,Feminista,"político, ativista indígena, enfermeiro",Coordenadora executiva da APIB - Articulaç...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,1,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,GuajajaraSonia,16726
HeitorFreireCE,HeitorFreireCE,,118,@HeitorFreireCE,Heitor Freire,1,0,19405,0.002903,0.979309,CE,,,PSL,0,0,Antifeminista,político,Deputado Federal ▫️Cristão Conservador ▫️P...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,HeitorFreireCE,4225
iglesbiteriana,iglesbiteriana,,6,@iglesbiteriana,Bia Ferreira,1,1,55223,0.008262,-2.254809,MG,,,,0,0,Feminista,"músico, ativista negro, ativista lésbica",Torre de transmissão de informação e afeto...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,1,1,0,0,0,0,0,0,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,iglesbiteriana,8656
inst_marielle,inst_marielle,,32,@inst_marielle,Instituto Marielle Franco,0,0,67519,0.010102,-1.788807,,Instituto Marielle Franco,,,0,0,Feminista,"organização, negro",Instituto fundado pela família de <br>@mar...,Masculino,1,Negra ou Trans,0,Não Negra e Trans,0,0,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,inst_marielle,12418
IsaPennaPsol,IsaPennaPsol,,60,@IsaPennaPsol,Deputada Isa Penna #VacinaJá,1,1,42204,0.006314,-1.432304,SP,,PUC-SP,PSOL,0,0,Feminista,"político, ativista ecossocialista, advogado","Deputada Estadual em São Paulo, eleita com...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,IsaPennaPsol,5283
jairbolsonaro,jairbolsonaro,,119,@jairbolsonaro,Jair M. Bolsonaro,1,0,6683984,1,1.017907,SP,,Academia Militar das Agulhas Negras,PSL,0,0,Antifeminista,"político, militar","Capitão do Exército Brasileiro, eleito 38°...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,1,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Policiais e Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,1,Militar,jairbolsonaro,205834
jandira_feghali,jandira_feghali,,83,@jandira_feghali,Jandira Feghali,1,1,417647,0.062485,-1.201901,RJ,,Universidade do Estado do Rio de Janeiro,PCdoB,0,0,Feminista,"médico, político, sindicalista","EU ABRAÇO A VACINA! Médica, baterista, dep...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,1,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,jandira_feghali,43812
jardim_suzane,jardim_suzane,,13,@jardim_suzane,Suzane Jardim,1,1,18459,0.002762,-2.065796,SP,,"Universidade de São Paulo, Universidade Federal do ABC",,0,0,Feminista,"historiador, acadêmico, ativista negro","Dou umas aulas e escrevo, mas eu gosto mes...",Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,1,Estaduais,0,Não Militar,jardim_suzane,3984
JFMargarida,JFMargarida,,86,@JFMargarida,Margarida Salomão,1,1,73099,0.010936,-1.142013,MG,,"Universidade Federal de Juiz de Fora, Universidade Federal do Rio de Janeiro",PT,0,0,Feminista,"acadêmico, professor, sindicalista, político","Prefeita eleita de Juiz de Fora.<br>Antes,...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,JFMargarida,10236
JornalBSM,JornalBSM,,192,@JornalBSM,Brasil Sem Medo,0,0,302589,0.045271,1.675497,,Brasil Sem Medo,,,0,0,Antifeminista,"mídia, político",O maior jornal conservador do Brasil....,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,JornalBSM,37395
JoseMedeirosMT,JoseMedeirosMT,,123,@JoseMedeirosMT,JOSÉ MEDEIROS,1,0,121024,0.018107,1.070514,RN,,"Universidade Federal do Mato Grosso, Centro de Ensino Superior de Rondonópolis",Podemos,0,0,Antifeminista,"político, policial rodoviário, professor, matemático",Deputado Federal por Mato Grosso; Vice-líd...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,1,1,0,1,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Policiais e Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,JoseMedeirosMT,16836
joutfuckinjout,joutfuckinjout,,25,@joutfuckinjout,Jout Jout,1,1,390627,0.058442,-1.951114,RJ,,PUC-RJ,,0,0,Feminista,"escritor, jornalista, youtuber",coé....,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,joutfuckinjout,31763
Jujuca1987,Jujuca1987,,56,@Jujuca1987,Joanna Maranhão,1,1,138523,0.020725,-1.466502,PE,,,PSOL,0,0,Feminista,esportista,"Mãe de Caetano, no tempo que sobra sou out...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,Jujuca1987,23513
juremawerneck,juremawerneck,,23,@juremawerneck,Jurema Werneck,1,1,19317,0.00289,-1.985678,RJ,,Universidade Federal do Rio de Janeiro,,0,0,Feminista,"ativista negro, médico, acadêmico",Ativista do movimento de mulheres negras b...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,1,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,juremawerneck,3491
jwallauer,jwallauer,,39,@jwallauer,Ju Wallauer,1,1,48319,0.007229,-1.662236,RS,Mamilos,Universidade Federal do Rio Grande do Sul,,0,0,Feminista,"podcaster, jornalista",Mediadora de conversas autênticas. <br>Apr...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,jwallauer,9507
KimKataguiri,KimKataguiri,,95,@KimKataguiri,Kim Kataguiri,1,0,611437,0.091478,0.20044,SP,MBL,Universidade Federal do ABC,Democratas,0,0,Antifeminista,político,Aquele japonês do <br>@mblivre<br>. Escrit...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,KimKataguiri,50483
LaerteCoutinho1,LaerteCoutinho1,,46,@LaerteCoutinho1,Laerte Coutinho,1,1,326029,0.048778,-1.590255,SP,,,,0,0,Feminista,"quadrinista, ativista trans",-...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,1,1,0,0,0,0,0,0,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,LaerteCoutinho1,43655
