Id,Label,timeset,no,nome_usuario,nome,pessoa,genero,20210215_seguidores,tam_rel_seguidores,ponto_ideal,estado,afiliacao,universidades,partido,saido,suspenso,posicao,profissoes,bio,genero_str,intersec1,intersec1_str,intersec2,intersec2_str,art_prod,polit_militan,jor_com,jus,mid,part_col,polic_militar,prof,saude,ciencia,emp,rel,out,art_prod_str,intersec3,intersec3_str,polit_militan_str,jor_com_str,jus_str,mid_str,part_col_str,polic_militar_str,prof_str,saude_str,ciencia_str,emp_str,rel_str,out_str,federal,federal_str,puc,puc_str,estadual,estadual_str,militar,militar_str,nome_usuario_raw,seguidores_analisados
MonicaSeixas,MonicaSeixas,,52,@MonicaSeixas,Monica Seixas,1,1,26234,0.003925,-1.518306,SP,,,PSOL,0,0,Feminista,"político, ativista negro, ativista ecossocialista, jornalista, redator",👩🏾‍💼 Codeputada Estadual Eleita por SP<br>...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,1,1,1,0,0,0,0,0,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,MonicaSeixas,5286
Nailahnv,Nailahnv,,11,@Nailahnv,Preta Ijimú,1,1,55420,0.008291,-2.17928,DF,,Universidade de Brasília,,0,0,Feminista,"acadêmico, cientista político, podcaster, ativista negro, professor",Ìyàwó Ọmọ Ọ̀ṣun • Cientista Política • Pes...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,Nailahnv,8863
NAOKAHLO,NAOKAHLO,,27,@NAOKAHLO,Não Me Kahlo,0,0,107009,0.01601,-1.872436,,Não Me Kahlo,,,0,0,Feminista,"coletivo, mídia, feminista",Feminismo nas redes ♀️🖱️               <br...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,0,1,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,NAOKAHLO,13468
natalyneri,natalyneri,,2,@natalyneri,Nátaly Neri,1,1,279978,0.041888,-2.436118,SP,,Universidade Federal de São Paulo,,0,0,Feminista,"ativista negro, cientista social, ativista vegano, youtuber",Cientista social em formação (já formei ma...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,natalyneri,30836
natbonavides,natbonavides,,70,@natbonavides,Natália Bonavides,1,1,55875,0.00836,-1.332238,RN,,Universidade Federal do Rio Grande do Norte,PT,0,0,Feminista,"político, advogado","Advogada, deputada federal mais jovem da b...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,natbonavides,9880
OdeCarvalho,OdeCarvalho,,111,@OdeCarvalho,Olavo de Carvalho,1,0,714595,0.106912,0.861183,SP,Brasil sem medo,,,0,0,Antifeminista,"filósofo, escritor, jornalista, professor","B. 1947, philosopher, author of 18 books, ...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,OdeCarvalho,75135
ONUMulheresBR,ONUMulheresBR,,54,@ONUMulheresBR,ONU Mulheres Brasil,0,0,29829,0.004463,-1.490895,,ONU Mulheres Brasil,,,0,0,Feminista,"coletivo, mídia, feminista",Entidade das Nações Unidas para a Igualdad...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,0,1,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,ONUMulheresBR,4610
onyxlorenzoni,onyxlorenzoni,,114,@onyxlorenzoni,Onyx Lorenzoni,1,0,775887,0.116082,0.916351,RS,,Universidade Federal de Santa Maria,Democratas,0,0,Antifeminista,"político, veterinário, empresário",Médico Veterinário. Deputado Federal. Mini...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,1,0,1,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,onyxlorenzoni,66315
OtoniDepFederal,OtoniDepFederal,,185,@OtoniDepFederal,Otoni de Paula,1,0,131870,0.019729,1.573821,RJ,,,PSC,0,0,Antifeminista,"político, religioso",Vereador no Rio de Janeiro (2017-2018) - E...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,1,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,OtoniDepFederal,16949
padre_paulo,padre_paulo,,120,@padre_paulo,Padre Paulo Ricardo,1,0,227400,0.034022,1.035599,PE,,,,0,0,Antifeminista,"religioso, youtuber, professor, radialista",Christo Nihil Praeponere<br><br>- A nada d...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,1,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,padre_paulo,15175
PaolaCarosella,PaolaCarosella,,68,@PaolaCarosella,Paola Carosella,1,1,1485732,0.222282,-1.376681,,,,,0,0,Feminista,"cozinheiro, chef, empresário","Cozinheira defensora da comida de verdade,...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,0,0,0,0,0,0,0,1,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,PaolaCarosella,87511
passarosErosas,passarosErosas,,80,@passarosErosas,☭Lisa Débora Perpétua da Faísca,1,1,31206,0.004669,-1.278515,SP,,,,0,0,Feminista,ativista lésbica,"Sapatão, feminista, ateia. A q vai ser com...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,passarosErosas,6331
PastorLiomar,PastorLiomar,,140,@PastorLiomar,Liomar de Oliveira,1,0,39816,0.005957,1.281867,RJ,Movimento Brasil Conservador,,Republicanos,0,0,Antifeminista,"político, religioso","Cristão de direita, Conservador, Colorado,...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,1,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,PastorLiomar,8323
PastorMalafaia,PastorMalafaia,,102,@PastorMalafaia,Silas Malafaia,1,0,1442385,0.215797,0.511582,RJ,,Universidade Gama Filho,,0,0,Antifeminista,"religioso, psicólogo, teólogo",Meus sonhos passam por pessoas.<br>Preside...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,0,0,0,0,0,1,0,1,1,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,PastorMalafaia,48890
PauloBriguet,PauloBriguet,,188,@PauloBriguet,Paulo A. Briguet,1,0,51322,0.007678,1.595725,PR,Brasil sem medo,,,0,0,Antifeminista,"jornalista, escritor","Católico em religião, conservador em polít...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,PauloBriguet,8965
pauloeneas,pauloeneas,,202,@pauloeneas,paulo eneas,1,0,51605,0.007721,1.813686,,Crítica Nacional,,,0,0,Antifeminista,jornalista,Editor do Crítica Nacional...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,pauloeneas,8859
PauloMartins10,PauloMartins10,,132,@PauloMartins10,Paulo Eduardo Martins,1,0,292013,0.043688,1.153463,PR,,,PSC,0,0,Antifeminista,"jornalista, político",Jornalista - Deputado Federal...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,PauloMartins10,34356
perpetua_acre,perpetua_acre,,84,@perpetua_acre,Perpétua Almeida,1,1,19012,0.002844,-1.176082,AC,,Universidade Federal do Acre,PCdoB,0,0,Feminista,"professor, bancário , político","Acreana, Deputada Federal. Líder Bancada d...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,perpetua_acre,3431
petracostal,petracostal,,63,@petracostal,Petra Costa,1,1,220905,0.03305,-1.425863,MG,,,,0,0,Feminista,"cineasta, diretor","Cineasta, dirigiu ELENA, Olmo e A Gaivota,...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,0,0,0,0,0,0,0,0,0,0,0,0,Artistas e Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,petracostal,37443
PraFeBrum,PraFeBrum,,92,@PraFeBrum,Fernanda Brum,1,1,2400639,0.359163,0.067284,RJ,,,,0,0,Antifeminista,"músico, religioso, escritor, ator",OFICIAL Fernanda Brum - Cantora cristã/ Es...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,1,0,0,0,0,0,0,1,0,0,0,1,0,Artistas e Produtores,1,Músico e Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,PraFeBrum,38102
profpaulamarisa,profpaulamarisa,,197,@profpaulamarisa,Paula Marisa,1,1,279934,0.041881,1.758772,RS,,,PRTB,0,0,Antifeminista,"jornalista, professor",Sou especialista em educação e jornalista ...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,profpaulamarisa,34184
PSL_Nacional,PSL_Nacional,,104,@PSL_Nacional,Partido Social Liberal - PSL,0,0,157122,0.023507,0.57437,,Partido Social Liberal - PSL,,,0,0,Antifeminista,"partido, político",Perfil oficial do PSL - Partido Social Lib...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,PSL_Nacional,21237
Rconstantino,Rconstantino,,128,@Rconstantino,Rodrigo Constantino,1,0,691509,0.103458,1.125796,RJ,,,,0,0,Antifeminista,"economista, jornalista","Economista, jornalista, liberal com viés c...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,Rconstantino,57398
renatasouzario,renatasouzario,,43,@renatasouzario,Renata Souza,1,1,55495,0.008303,-1.634979,RJ,,"PUC-Rio, Universidade Federal do Rio de Janeiro",PSOL,0,0,Feminista,"acadêmico, jornalista, político, ativista negro","Cria da Maré, feminista, negra e defensora...",Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,1,PUC,0,Não Estaduais,0,Não Militar,renatasouzario,9606
reportersalles,reportersalles,,196,@reportersalles,Fernanda Salles,1,1,185319,0.027726,1.727028,MG,"Terça Livre, Direita Minas",,,0,0,Antifeminista,"jornalista, youtuber",Jornalista profissional e assessora de imp...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,reportersalles,27659
revistaazmina,revistaazmina,,33,@revistaazmina,Revista AzMina,0,0,23753,0.003554,-1.781304,,Revista AzMina,,,0,0,Feminista,"mídia, feminista",Tecnologia e informação contra o machismo....,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,revistaazmina,4947
RitaLisauskas,RitaLisauskas,,79,@RitaLisauskas,Rita Lisauskas,1,1,85100,0.012732,-1.288384,SP,,PUC-SP,,0,0,Feminista,"jornalista, blogueiro",A chuva que lança a areia do Saara sobre o...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,RitaLisauskas,16040
rogeriosmarinho,rogeriosmarinho,,121,@rogeriosmarinho,Rogério Marinho,1,0,117542,0.017586,1.054836,RN,,Universidade Potiguar,PSDB,0,0,Antifeminista,"político, economista",Ministro do Desenvolvimento Regional do go...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,rogeriosmarinho,17601
safbf,safbf,,41,@safbf,Sabrina Fernandes,1,1,207688,0.031072,-1.652003,GO,,,PSOL,0,0,Feminista,"cientista social, acadêmico, escritor, youtuber, ativista ecossocialista, professor, podcaster",Sociology PhD | <br>@rosaluxstiftung<br> I...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,safbf,33967
samiabomfim,samiabomfim,,59,@samiabomfim,Sâmia Bomfim,1,1,375840,0.05623,-1.445421,SP,,Universidade de São Paulo,PSOL,0,0,Feminista,"político, servidor público","♀️ Feminista, socialista e deputada federa...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,samiabomfim,53984
saritacoelho,saritacoelho,,174,@saritacoelho,Sarita Coelho,1,1,26048,0.003897,1.533498,RJ,,Universidade Federal do Rio de Janeiro,,0,0,Antifeminista,"jornalista, servidor público","Servidora federal concursada, jornalista (...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,saritacoelho,4998
sensoinc,sensoinc,,130,@sensoinc,Senso Incomum,0,0,208158,0.031143,1.137893,,Senso Incomum,,,0,0,Antifeminista,"mídia, político","Nós estamos certos. Se você discorda, você...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,sensoinc,30388
sergiodireita1,sergiodireita1,,193,@sergiodireita1,Sérgio Camargo,1,0,241117,0.036074,1.684748,SP,,PUC-SP,,0,0,Antifeminista,"político, jornalista",Presidente da Fundação Cultural Palmares. ...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,1,PUC,0,Não Estaduais,0,Não Militar,sergiodireita1,31932
somosalianca,somosalianca,,160,@somosalianca,Aliança pelo Brasil,0,0,293939,0.043977,1.443481,,Aliança pelo Brasil,,,0,0,Antifeminista,"coletivo, político",Perfil oficial do Aliança pelo Brasil....,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,1,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Partidos e Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,somosalianca,41998
